x_values,y_values,count,word,Cluster,Silhouette
continuous,continuous,continuous,string,C1 C2 C3 C4 C5 C6 C7 C8 C9,continuous
,,,meta,meta,meta
0.95964926,-0.09904428,46.0,hootsuite,C3,0.5932662886915585
3.845598,-0.48110905,350.0,mobile,C9,0.6216346649661577
1.9975824,-0.3140796,98.0,blackberry,C8,0.6121619615134208
2.161079,-0.081454016,81.0,getting,C8,0.6626830706172795
2.378666,-0.12056384,84.0,friend,C8,0.6739348822826416
1.4330504,-0.22110063,75.0,long,C3,0.5581238870170131
3.8871992,-0.11881056,175.0,think,C4,0.6627025896738378
2.3855906,-0.06630193,108.0,take,C8,0.6568219811177695
4.419849,-0.17867574,177.0,make,C4,0.6602600559241425
0.25375047,-0.012151761,12.0,answer,C1,0.6272651815254494
3.5712223,-0.23680499,115.0,using,C4,0.6095930366811876
0.3134309,-0.046281006,25.0,zazzlesxsw,C6,0.5304017123280659
0.7519831,-0.11500297,49.0,mashable,C3,0.4862907258782833
3.406372,-0.13046125,134.0,video,C4,0.61139546774738
0.088859975,-0.012423679,10.0,gadgets,C1,0.7033017278513559
0.9917438,-0.27044633,69.0,ubersocial,C3,0.581843902758679
1.2874198,-0.35011983,69.0,includes,C3,0.5602433430071762
1.3721044,-0.28185275,69.0,uberguide,C3,0.567540140362502
1.3575218,-0.23773552,54.0,sponsored,C3,0.6170664626976883
3.0467563,-0.4644768,255.0,open,C4,0.599135974970567
0.28396192,-0.017567048,9.0,instant,C1,0.6083136903787553
1.4883821,-0.005904818,36.0,access,C3,0.6518077841937782
0.061063863,-0.019069573,11.0,waited,C1,0.7022751382513884
2.0136786,-0.050001573,54.0,hand,C8,0.5937092204555087
0.13190907,0.004314759,7.0,held,C1,0.6971352137283795
0.11201441,0.027936533,10.0,hobo,C1,0.6860446717818496
-0.103293374,0.00442076,6.0,shotgun,C1,0.6999750450512395
1.4149219,0.32729137,256.0,opening,C7,0.5666549478709388
-0.034500625,-0.03384343,13.0,midnight,C1,0.6914975911820845
0.18826592,-0.0138907125,7.0,khoi,C1,0.6791266809893084
0.28226125,-0.009964197,9.0,vinh,C1,0.6130348910050715
3.761203,0.007340722,114.0,say,C4,0.5803745562936243
0.056921255,-0.005753319,4.0,conde,C1,0.7086130847830361
0.0883054,-0.005699645,4.0,nast,C1,0.7053371837302103
0.14642403,-0.012475592,4.0,rush,C1,0.6926962323189223
0.6237275,-0.02697851,15.0,publishing,C6,0.6690576276715654
0.08730912,-0.00986031,4.0,fundamental,C1,0.7053549792229441
0.017211664,-0.011333655,4.0,misunderstanding,C1,0.709634194721825
2.23538,0.16644964,72.0,platform,C8,0.5761798182607043
2.2351236,-0.13594009,64.0,help,C8,0.6601572351157163
0.3644196,-0.025629206,12.0,account,C6,0.5243601591423267
0.16122733,-0.017305525,7.0,techie,C1,0.6888192485769202
1.189197,-0.08195914,34.0,musedchat,C3,0.6529145790561504
0.9343104,-0.07180905,31.0,classical,C3,0.5186557724626802
0.78297114,-0.037821956,33.0,newtwitter,C6,0.6117926775462366
3.473236,-0.39627382,147.0,location,C4,0.6351436386758758
2.0056627,-0.17015816,59.0,based,C8,0.617298849040754
2.4402788,-0.111087896,74.0,fast,C8,0.6717625372312515
2.2513611,-0.18700516,102.0,future,C8,0.6590661281823854
0.74459064,-0.08949569,45.0,connect,C6,0.5463284452180641
3.0033147,-0.31740424,89.0,digital,C8,0.5667447444644972
1.1274666,-0.21845905,47.0,physical,C3,0.61421640950541
2.3487697,-0.25383162,92.0,world,C8,0.6543767807028711
1.2849141,-0.07619641,39.0,talking,C3,0.6699809486079208
0.10790267,0.010304624,8.0,effort,C1,0.6993913580001019
0.01580961,-0.0052841012,6.0,allow,C1,0.7115000362893836
1.0675073,-0.05318607,19.0,system,C3,0.5446676194551063
0.07158164,-0.0067912797,7.0,bettercloud,C1,0.7092202180881704
3.8882005,-0.21045987,138.0,tweet,C4,0.6551851684153523
1.137244,-0.14743188,41.0,speak,C3,0.6378861073721965
0.39074224,-0.08386049,23.0,mark,C6,0.5881134528660789
0.36488488,-0.10904891,26.0,belinsky,C6,0.5685926855819596
4.0532694,-0.19238128,159.0,panel,C4,0.6657605446326436
1.8274982,-0.1104144,56.0,stop,C8,0.5397906529953553
-0.0012179742,0.016768958,9.0,hunt,C1,0.7032188037225202
1.0805523,-0.026442826,37.0,chance,C3,0.6113894331830947
0.8227623,-0.0117601305,22.0,kawasaki,C6,0.632177863331213
4.055658,-0.1647131,144.0,talk,C4,0.657626331627222
0.88203806,-0.06139596,31.0,internet,C6,0.5387575547518585
-0.075995676,-0.016430944,4.0,futuremf,C1,0.7021936182698547
-0.057812236,-0.0013132258,4.0,spec,C1,0.705580523678804
0.08437158,-0.0037596473,7.0,recipe,C1,0.7076448092645783
4.0574565,0.00435655,155.0,search,C4,0.6390529970628454
1.7577009,-0.27646184,95.0,heard,C8,0.5808964606085821
0.95783585,-0.042414423,31.0,pic,C3,0.5205890244152681
2.0848217,-0.059519164,74.0,already,C8,0.6474040362878337
3.5970347,-0.20163819,126.0,would,C4,0.6300341468582463
1.3926554,0.3910037,72.0,interesting,C7,0.4641039724399241
0.67858666,-0.06928704,27.0,actually,C6,0.6595738448634223
-0.19657409,0.0065168757,5.0,popped,C1,0.6853199972363563
-0.14968523,-0.026530549,10.0,insane,C1,0.6874320968797527
0.31369233,-0.031226339,16.0,agree,C6,0.47685211135087074
0.095342025,-0.0058849594,5.0,fiona,C1,0.7055564476195743
1.0286484,-0.050040938,29.0,town,C3,0.5717447235605292
0.2430755,-0.014708186,7.0,somebody,C1,0.6481369078046372
0.14351133,-0.021166941,6.0,recording,C1,0.6928574017287099
0.24333885,-0.027144747,7.0,studio,C1,0.6420958923547332
0.25959408,-0.028157707,9.0,record,C1,0.624816811683208
0.39803573,-0.035032723,15.0,album,C6,0.5845132061207539
0.4821046,-0.06291364,26.0,wanna,C6,0.6398466436692479
1.2809863,-0.08396161,44.0,drink,C3,0.6716462844298479
0.008661684,0.0011722669,7.0,fado,C1,0.7104634838253665
1.9234837,0.012611863,66.0,join,C8,0.5671601773212918
0.5781677,-0.081191465,31.0,attending,C6,0.6507861731771645
0.57248753,-0.058828987,33.0,headache,C6,0.65315198423056
1.9022372,-0.019856181,60.0,flipboard,C8,0.5584598051130584
0.050892573,-0.009174833,11.0,developing,C1,0.7047959387106117
0.889914,-0.105592966,41.0,version,C3,0.5436377904998834
1.7109565,-0.09171351,43.0,power,C3,0.5869268505076926
0.7469138,-0.07616053,19.0,value,C6,0.6486419041008366
1.780681,0.34216568,67.0,service,C7,0.443407501983487
0.2884119,-0.018524593,10.0,battle,C1,0.5994068511229664
0.33844835,-0.02398098,18.0,pnid,C6,0.521387095403621
0.4697453,0.00047203887,15.0,stand,C6,0.6168172085063689
0.83582824,-0.02042609,23.0,blogger,C6,0.6232102977269564
0.025152907,-0.013480037,5.0,staff,C1,0.7103239491267487
0.21727252,-0.00041409806,9.0,competition,C1,0.6629131985311165
0.7261334,-0.038069542,20.0,shirt,C6,0.6703049044115754
1.269488,-0.13421164,44.0,band,C3,0.6621476762325335
1.2928287,-0.13200793,41.0,food,C3,0.6631999648182304
0.37157068,-0.03002615,14.0,cream,C6,0.549343455894022
-0.075509,-0.0014435737,4.0,nifty,C1,0.7036229429892595
2.0590234,-0.1195465,71.0,interactive,C8,0.651537436980903
3.6085904,-0.6784982,216.0,map,C4,0.6217036273994248
-0.05681227,0.01631883,4.0,promise,C1,0.7014609882850845
0.59623456,0.20074503,22.0,groupon,C6,0.5406252427616112
1.0604253,0.09035306,39.0,reward,C3,0.5260792063215535
0.9584047,0.1705973,29.0,type,C6,0.54422903404303
0.123711415,-0.021850485,8.0,finger,C1,0.697150965748161
3.5159178,0.49518296,171.0,news,C7,0.4957888377825467
0.09199229,0.008590406,6.0,yahoo,C1,0.7033045243643465
1.1477805,-0.1002076,42.0,traffic,C3,0.6531164608984598
1.7751012,0.003074133,49.0,site,C3,0.549858044433928
0.16997643,0.023101214,11.0,doubt,C1,0.671129748486214
3.3576715,-0.22830462,125.0,last,C4,0.603683980284073
0.47563502,-0.029352417,14.0,weird,C6,0.6327331024887182
0.6233721,-0.016939638,18.0,name,C6,0.6712554311423429
0.062573336,-0.03195558,7.0,butt,C1,0.7011531028451352
3.4932315,-0.31799197,127.0,phone,C4,0.6221833719480352
0.5542986,-0.04246527,22.0,droid,C6,0.6669996747654044
0.15866652,-0.021132283,10.0,agnerd,C1,0.6845362475081718
0.06055948,-0.023805715,9.0,confession,C1,0.7042587241768345
2.5896814,-0.08397486,68.0,laptop,C8,0.6627287041125027
1.6607429,-0.09297955,48.0,follow,C3,0.5981066888226664
1.6341025,1.0723695,108.0,launching,C7,0.6197729749616536
-0.0657301,0.24020219,11.0,denies,C1,0.5808566682990144
0.08905257,0.12712505,11.0,debut,C1,0.6170515632402588
-0.017936891,0.020667331,7.0,despite,C1,0.7024781257125288
0.7289243,0.08183578,38.0,report,C6,0.6028528607495006
1.9656832,-0.09617914,65.0,post,C8,0.6225807337014663
0.60140836,-0.0035321442,18.0,easy,C6,0.6635033937812717
0.06714004,-0.015716549,6.0,crash,C1,0.7084686582267282
0.67892,0.014653275,27.0,yesterday,C6,0.6600957663075575
0.13587786,-0.011348408,10.0,ridiculous,C1,0.6942547573380359
2.5955925,-0.588748,211.0,popup,C4,0.576369162642691
0.34422052,-0.043381162,15.0,fan,C6,0.5238706999804159
-0.093374714,0.0059396587,4.0,peek,C1,0.7004742838258192
1.2517666,-0.019512799,28.0,space,C3,0.6309291763373868
-0.10493871,-0.0047517437,4.0,slated,C1,0.6997879562059858
1.6917998,-0.11884021,72.0,tomorrow,C8,0.5234662516392421
3.4752297,-0.23683278,128.0,thing,C4,0.6250593259993094
0.63314664,-0.024329502,18.0,earth,C6,0.6738246130622259
0.2150031,-0.014372127,13.0,face,C1,0.6506920684320017
2.376981,-0.121163346,63.0,company,C8,0.6635092170914865
0.74646384,0.025870819,25.0,stay,C6,0.6474277721316561
0.31993133,-0.028043495,10.0,tune,C1,0.5544710302130261
0.1681239,-0.049679298,11.0,showcase,C1,0.656718976872319
0.51252556,-0.011055495,23.0,ckers,C6,0.6503171900995789
0.9384268,-0.062191036,33.0,thank,C3,0.527613188052052
0.85143846,-0.077478915,31.0,touchingstories,C6,0.5533732924949484
0.21609122,-0.035308227,10.0,preso,C1,0.6484748343719918
-0.04453146,0.010899053,7.0,deck,C1,0.7049433914285717
3.1084573,-0.20129377,141.0,thanks,C4,0.5847091643547356
1.3535893,-0.08016061,43.0,trying,C3,0.6744918283717432
0.774396,-0.054087404,18.0,contact,C6,0.6509446551037408
0.0947507,-0.029545564,7.0,family,C1,0.6989817775026543
4.1295247,-0.09758946,116.0,japan,C4,0.6225844165825657
0.42354178,-0.027148655,12.0,created,C6,0.5909748585676502
1.3974302,-0.14120428,51.0,person,C3,0.6589170239036577
0.16696158,-0.0036088973,11.0,finder,C1,0.6821478001056909
0.3596606,-0.040837776,14.0,mention,C6,0.5380844048927422
0.7910928,-0.026813168,23.0,speech,C6,0.6441887870599821
0.44371653,-0.014823557,14.0,conf,C6,0.6089614120170975
0.6089724,-0.013228788,18.0,sxswh,C6,0.6687458000474249
-0.038412757,0.0032496706,5.0,sxsh,C1,0.7074858308212388
0.06607199,-0.009639896,7.0,medical,C1,0.7096043294064946
1.3082333,-0.037783835,44.0,blog,C3,0.6661443888138376
-0.08326608,0.009564553,4.0,mhealth,C1,0.7009356686471108
1.8574436,-0.08816859,80.0,doe,C8,0.6078868761465951
0.1891027,-0.015544567,8.0,provide,C1,0.677645710376011
1.8912808,-0.114081055,58.0,charger,C8,0.5812111416029189
0.23290414,0.01946961,11.0,changed,C1,0.6427174352521512
0.9235639,-0.059338182,20.0,mind,C6,0.5589650510333453
3.6895032,-0.045571633,151.0,next,C4,0.6362424361451228
1.2286688,-0.02088907,47.0,wonder,C3,0.6518250301620946
0.35404944,-0.033799764,13.0,tip,C6,0.5211843324380538
-0.048762694,-0.021121228,7.0,suxsw,C1,0.7044874590638655
-0.08857146,-0.020462185,4.0,xmas,C1,0.6995821490505969
0.046629623,-0.026055418,12.0,shiny,C1,0.6979227548669806
-0.055326175,-0.0035757427,7.0,christmas,C1,0.7066295195100339
1.0897857,0.06435843,45.0,nerd,C3,0.564259698250103
0.63261795,-0.073257424,41.0,cont,C6,0.6181234058859815
0.9060199,0.21102558,52.0,another,C6,0.5224414633072318
-0.033647798,-0.0017091836,6.0,presenting,C1,0.7088748449971254
0.77739835,-0.08221366,34.0,local,C6,0.5860879653663337
1.0443087,-0.08745375,39.0,industry,C3,0.6212261657305972
0.09890498,-0.022041703,8.0,welivehere,C1,0.701852397095663
2.1181686,-0.064140886,68.0,gsdm,C8,0.6478544860487673
1.09122,0.24680403,38.0,buzz,C6,0.508046286427792
-0.03474616,0.03352127,6.0,headline,C1,0.6951154071863926
0.6505341,-0.03492599,20.0,gadget,C6,0.6772199170958341
2.291337,0.21458799,83.0,could,C8,0.5747183334505593
1.4516066,-0.105329104,55.0,seen,C3,0.6504749347942416
0.27767828,-0.05008966,24.0,opened,C6,0.48884570297516483
2.2072175,-0.22859158,89.0,ipads,C8,0.6547037151299243
0.06952082,-0.023996826,10.0,sayin,C1,0.7018068394682265
0.9441844,0.12583752,39.0,launched,C6,0.5293551708765613
0.7868195,-0.072519176,31.0,checkins,C6,0.6015499033877236
1.1257745,-0.110170856,31.0,month,C3,0.6288511368391582
-0.13115281,-0.031759635,14.0,bizzy,C1,0.6822278256716439
1.4703408,-0.09388261,55.0,left,C3,0.6481296492938402
0.85182333,-0.073711224,42.0,brain,C3,0.5029949111668305
0.102333814,-0.03729919,15.0,bettersearch,C1,0.674779079249004
0.79785043,0.012922872,22.0,engine,C6,0.6392491703892884
0.15442218,-0.021205777,7.0,park,C1,0.6896048010359899
2.0966158,-0.0462027,52.0,content,C8,0.606874242536723
0.25916728,-0.02175136,8.0,level,C1,0.6315231412471238
0.33819038,-0.052731715,8.0,continued,C1,0.524144790754325
0.5471135,-0.038836967,14.0,existence,C6,0.6568112748585997
0.044404943,-0.013917455,6.0,evidence,C1,0.710321706309171
0.12968081,-0.01116829,6.0,pagemaker,C1,0.6992606512428461
0.5305489,-0.035430897,18.0,saved,C6,0.6607273602150407
0.86982733,-0.029711148,26.0,enchantment,C6,0.5910212702089883
-0.09182192,-0.003097147,5.0,spark,C1,0.7021724041325191
0.10309001,-0.003510438,9.0,teamandroid,C1,0.7031154939778334
0.7132682,-0.06845608,30.0,award,C6,0.6408443255835272
1.0612407,-0.068422504,33.0,read,C3,0.6122544473611268
-0.114487305,-0.018974358,10.0,unboxing,C1,0.6942877267705723
1.2448514,-0.005940664,40.0,thought,C3,0.6444964024955324
0.9315227,-0.0019749883,29.0,earthquake,C6,0.5403306434324784
0.31971434,-0.029312292,13.0,tsunami,C1,0.5347803382193062
1.0416105,-0.059083495,45.0,school,C3,0.6208824976941275
1.7563223,-0.10811503,68.0,marketing,C8,0.544868411102559
0.77729696,-0.037561364,37.0,expert,C6,0.5953305689986478
0.3154342,0.12006913,25.0,cnet,C1,0.5222894985570254
1.481872,0.30366254,265.0,temporary,C7,0.5600187351559738
1.8224547,-0.21949027,103.0,congress,C8,0.6048432370968145
0.036491133,0.0058675227,9.0,along,C1,0.7072860855541918
1.4000397,-0.08578368,46.0,happy,C3,0.6746185474486024
1.1964678,-0.04359247,33.0,hipster,C3,0.6448873196762
1.6465924,-0.1459117,84.0,win,C8,0.5395431564945682
0.3649109,-0.020150268,15.0,support,C6,0.5400161885771725
0.012972722,0.022501335,9.0,trending,C1,0.7004495098913504
0.13469754,-0.0059544058,15.0,headed,C1,0.6784325778289264
-0.21122783,-0.003375195,5.0,newbie,C1,0.6834105404960886
0.5571677,-0.06422907,22.0,enjoy,C6,0.661569917018928
0.7395503,-0.05540332,26.0,funny,C6,0.6505779256715493
0.34383017,0.013236307,13.0,matter,C6,0.4696444097512576
0.8318556,-0.11361895,34.0,minute,C6,0.5259878611562693
1.0904657,0.021932455,27.0,point,C3,0.5484473554268812
0.5429139,-0.050359607,22.0,least,C6,0.6632806804474387
0.06027796,-0.015841953,9.0,according,C1,0.7071439678863466
3.0833037,0.14060858,100.0,twitter,C8,0.5747039688114314
0.3170674,-0.04038659,13.0,devs,C1,0.5302667454043821
0.8160943,0.088651635,34.0,maybe,C6,0.5862320636154277
0.62487084,-0.04218874,18.0,together,C6,0.6743866566809503
3.26926,-0.19665974,151.0,cool,C4,0.6264002803375037
0.8284343,-0.09485253,40.0,uxdes,C3,0.4871037348126653
0.2308809,0.005732797,11.0,remember,C1,0.6486232114467128
-0.030460076,0.009232676,6.0,aware,C1,0.7067691566993486
