x_values,y_values,count,word,Cluster,Silhouette
continuous,continuous,continuous,string,C1 C2 C3 C4 C5 C6 C7 C8,continuous
,,,meta,meta,meta
0.82046807,-0.012499515,28.0,tweeting,C1,0.6736206452349387
0.37634316,0.003478353,11.0,rise,C5,0.6024532346442755
0.73111004,-0.033749204,18.0,dead,C1,0.6653703609621779
3.9828346,0.020948611,238.0,need,C3,0.46854906430915416
0.37662598,-0.0074088247,13.0,upgrade,C5,0.5931026939998327
-0.06316564,0.004887472,4.0,plugin,C5,0.7091223407522995
0.4271167,-0.040221818,12.0,station,C1,0.47162532579734956
3.193548,-0.30603263,200.0,know,C8,0.6136160937232243
3.1021552,-0.18599184,135.0,awesome,C8,0.6568754994068142
0.26043293,0.013959806,13.0,likely,C5,0.664925151359213
-0.11113785,0.0044337744,5.0,appreciate,C5,0.7043922527028792
4.019419,-0.15933505,143.0,design,C8,0.6760820498148018
2.7026744,-0.10404712,79.0,also,C4,0.5510868838029942
2.097018,-0.11153362,71.0,giving,C4,0.6733034457732426
4.5649724,-0.3645213,388.0,free,C3,0.6394194611086932
1.9270232,-0.10096901,77.0,wait,C4,0.6709890800067992
1.1210569,-0.08354992,47.0,sale,C1,0.5718387861036093
1.6456244,-0.028374815,55.0,hope,C4,0.640042295263814
3.8084848,-0.36668912,168.0,year,C8,0.6432598172861286
0.83228153,-0.061614644,32.0,festival,C1,0.6764223460911798
4.0922103,-0.30953568,222.0,great,C3,0.4779452694365075
0.9657178,-0.03619095,36.0,stuff,C1,0.6687021092664586
3.2821126,-0.74373174,185.0,marissa,C8,0.5505817548661625
3.4865944,-0.71453625,211.0,mayer,C3,0.47524420713249427
0.12032748,-0.012813948,9.0,reilly,C5,0.7103680281792681
3.294121,0.09623543,167.0,tech,C8,0.631162712940614
1.4868015,-0.10369754,38.0,book,C4,0.5973266786788123
1.7683752,-0.1994597,73.0,conference,C4,0.6586773453362085
0.547015,-0.033140186,12.0,matt,C1,0.5880673175560395
0.09071896,-0.025522267,9.0,wordpress,C5,0.7100215015634136
4.084291,-0.06275168,226.0,apps,C3,0.4539357941848183
1.0250382,-0.04847326,22.0,communication,C1,0.6683474484288066
0.9112232,-0.055109147,20.0,showcased,C1,0.6728024557427151
0.9107816,-0.08614178,29.0,http,C1,0.6728150257212925
1.3765107,-0.07794311,37.0,edchat,C4,0.5438600240526251
1.133316,-0.07123189,33.0,starting,C1,0.6156683883622274
3.1650639,-0.21734275,131.0,around,C8,0.6611709253265062
0.3798915,-0.023447704,14.0,corner,C5,0.5793354392758641
0.007958383,0.014096371,5.0,jump,C5,0.7115745019506514
3.875,-0.04266789,177.0,good,C8,0.6471676818988095
4.422304,-0.23899443,306.0,time,C3,0.6208646980294511
4.860034,-0.36594573,598.0,android,C3,0.5995266690995764
1.6498094,-0.17254552,63.0,smart,C4,0.6542142529389923
0.21503419,-0.020249285,10.0,simple,C5,0.6886802103922239
1.5687754,-0.060778704,49.0,idea,C4,0.6321763496811081
0.2896925,-0.024697563,12.0,wrote,C5,0.6530386081271047
0.704123,-0.07257653,32.0,hollergram,C1,0.6645841947291019
1.5893188,-0.13455383,51.0,day,C4,0.644373024858391
0.75758237,0.0023251243,20.0,plus,C1,0.6596111341484576
0.025405498,0.047507044,7.0,strong,C5,0.6961099235079945
0.13341257,0.006265991,8.0,canadian,C5,0.7075288573248627
0.17464688,-0.023472652,7.0,dollar,C5,0.6999572890116585
1.1794078,-0.06981985,30.0,mean,C1,0.6021040642430348
0.3835099,-0.052735876,22.0,stock,C1,0.48518546330339096
-0.056642745,-0.004303463,6.0,gear,C5,0.7113072652247913
0.8827562,0.11216601,44.0,excited,C1,0.6159001545499454
1.9448355,-0.07818192,64.0,meet,C4,0.6724984584941737
4.1876173,-0.27397892,140.0,show,C8,0.6615855352523006
0.13856721,-0.022073599,7.0,sprint,C5,0.7069262842328764
0.058986705,-0.04790395,10.0,galaxy,C5,0.6992504716685917
2.6758256,-0.2148768,107.0,still,C8,0.5382850591729316
0.45808277,-0.07006336,18.0,running,C1,0.550121419295906
1.2678208,-0.021963047,38.0,fail,C1,0.5448842550835588
2.3023114,-0.076387346,89.0,find,C4,0.6336526338919826
1.6380975,-0.06005354,49.0,start,C4,0.6429358692716935
-0.20753309,0.007464358,4.0,impromptu,C5,0.6912442477794698
4.7511845,-0.32424605,401.0,party,C3,0.6362989130731799
3.6036708,-0.38305902,229.0,come,C3,0.4791969743652969
1.699736,-0.085148185,52.0,foursquare,C4,0.6572721760177316
4.3934846,0.12609361,153.0,game,C8,0.6305342439579693
-0.027693115,-0.015706347,9.0,prefer,C5,0.7115067091188793
3.8271277,-0.3669222,146.0,best,C8,0.6641506402977124
2.1558888,-0.09183623,80.0,looking,C4,0.6688751349942592
0.29659492,0.0041637355,18.0,gotta,C5,0.6320151128770238
3.1570432,-0.2934194,146.0,love,C8,0.6603961460622552
0.61332786,-0.029586786,20.0,calendar,C1,0.6455920935134387
0.10009267,-0.022775946,10.0,featuring,C5,0.7091529060943625
3.4840248,-0.24469125,122.0,case,C8,0.6723382844761405
4.054464,-0.20828441,266.0,check,C3,0.5745156463098657
0.47077063,-0.0034029318,23.0,haha,C1,0.555500486316566
-0.066871695,0.007067458,6.0,awesomely,C5,0.7090834576515459
0.6976477,-0.050895967,22.0,holler,C1,0.6678842245962643
0.6947958,-0.06531414,22.0,gram,C1,0.6650637067375101
2.232751,-0.2299091,98.0,itunes,C4,0.6091395671240285
4.232746,-0.2365583,1528.0,store,C6,0.5
2.6172662,0.074747585,104.0,coming,C4,0.5263433820520235
1.2160975,-0.121341236,44.0,weekend,C4,0.48816954602001456
2.2663703,-0.07498794,78.0,many,C4,0.6563234229876675
3.9373012,-0.49628964,156.0,user,C8,0.6239902358914043
2.6725078,-0.18972942,89.0,hour,C8,0.47628397191359134
0.68895656,-0.007893841,31.0,late,C1,0.6584082571341017
0.29149485,-0.042192075,11.0,sunday,C5,0.6449562460410609
1.0422007,-0.061701775,43.0,morning,C1,0.6269158195488798
0.36187333,-0.009105945,18.0,added,C5,0.5823139090546512
1.0546224,-0.074502684,25.0,flight,C1,0.6540038338331239
4.0440135,-0.25600594,231.0,people,C3,0.497000467891405
0.58512425,-0.04101546,18.0,plane,C1,0.6331743143640189
0.8268651,-0.06961225,21.0,airport,C1,0.6726194006684122
0.31567454,-0.026227588,11.0,downloaded,C5,0.6398438906614983
0.65758365,0.008013768,21.0,done,C1,0.6413985393238553
1.6086525,-0.0873097,50.0,must,C4,0.6452968579677336
-0.0074365376,0.012289728,5.0,lovely,C5,0.7116942573782838
1.0036613,-0.015398657,28.0,review,C1,0.6708135173555689
1.9305129,-0.09311797,64.0,sure,C4,0.6737616328906819
-0.08937754,0.0010749234,5.0,pure,C5,0.7073427594334051
-0.04983455,-0.024395915,7.0,easier,C5,0.7088399342479844
2.983376,-0.07427495,105.0,event,C8,0.5920520766180268
1.306629,-0.07069776,42.0,website,C4,0.5195737260765723
-0.15253769,0.032552857,5.0,okay,C5,0.6934061956810996
2.8287396,-0.009690305,111.0,really,C8,0.5563211700983113
2.0168169,-0.108885914,105.0,photo,C4,0.6434770662316652
-0.18692473,-0.0062248004,5.0,installed,C5,0.6946153866156494
2.0747592,-0.12967204,82.0,nice,C4,0.6695928515315052
-0.110454224,0.009533202,4.0,tumblr,C5,0.7033895223301088
0.4660552,0.0077350046,18.0,enjoying,C1,0.5222144487736435
0.87487835,-0.07479418,21.0,change,C1,0.67173281880694
0.96179146,-0.03593116,41.0,gowalla,C1,0.6588075315852904
1.0088129,-0.06578121,32.0,forward,C1,0.66125693556274
0.85087293,-0.09590157,28.0,seeing,C1,0.6695513706966921
1.465817,0.086253695,59.0,else,C4,0.5533072852742895
0.2391346,-0.024121298,11.0,hoping,C5,0.677949093186499
0.025225125,-0.0060356525,5.0,promotion,C5,0.7157600567924278
1.8421725,-0.12825362,67.0,someone,C4,0.6721132846625352
0.6706216,-0.056955375,25.0,started,C1,0.6646143509984725
2.491411,-0.2233271,112.0,austin,C8,0.4899976997349537
1.5613174,0.0023838128,51.0,group,C4,0.6084008207083652
3.0784097,-0.06693257,152.0,look,C8,0.6455307310239262
4.905951,-0.094086334,308.0,like,C3,0.6033399323657218
